Park Code,State(s),Park Name,Designation,Latitude,Longitude,Coordinates,Fee (USD),Fee Type,Fee Description
natc,MS,Natchez National Historical Park,National Historical Park,31.54697621,-91.39040665,"lat:31.54697621, long:-91.39040665",$0.00,No Fee,This location does not charge an entrance fee.
shil,"TN,MS",Shiloh National Military Park,National Military Park,35.13850907,-88.3421072,"lat:35.13850907, long:-88.3421072",$0.00,No Fee,This location does not charge an entrance fee.
tupe,MS,Tupelo National Battlefield,National Battlefield,34.25557705,-88.73708623,"lat:34.25557705, long:-88.73708623",$0.00,No Fee,This location does not charge an entrance fee.
biho,MT,Big Hole National Battlefield,National Battlefield,45.64647324,-113.6458443,"lat:45.64647324, long:-113.6458443",$0.00,No Fee,This location does not charge an entrance fee.
bica,"MT,WY",Bighorn Canyon National Recreation Area,National Recreation Area,45.13154227,-108.1443943,"lat:45.13154227, long:-108.1443943",$0.00,No Fee,This location does not charge an entrance fee.
fous,"MT,ND",Fort Union Trading Post National Historic Site,National Historic Site,48.00075828,-104.0375238,"lat:48.00075828, long:-104.0375238",$0.00,No Fee,This location does not charge an entrance fee.
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$35.00,Entrance - Private Vehicle,"(Winter Rate - $25.00, November 1 to April 30)
This is an entrance fee for all persons traveling in a single, private, non-commercial vehicle (car/truck/van). The pass is good for seven days and is non-transferable. Visitors can enter the park at any time, if the entrance station is not staffed, a self-registration area is available for purchasing a 7-day park pass."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$20.00,Entrance - Per Person,"(Winter Rate - $15.00, November 1 to April 30)
This is a per person entrance fee for a visitor traveling on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group. The pass is good for seven days and is non-transferable."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$30.00,Entrance - Motorcycle,"(Winter Rate - $20.00, November 1 to April 30)
This is a per motorcycle entrance fee. The pass is good for seven days and is non-transferable."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$25.00,Commercial Entrance - Sedan,"Entrance fees are based on the seating capacity of the vehicle (driver not included). Commercial Sedan entrance fee is $25, plus $20 per person, 16 years of age or older. The pass is good for seven days and is non-transferable."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$75.00,Commercial Entrance - Van,Entrance fees are based on the seating capacity of the vehicle (driver not included). Commercial Van entrance fee is $75 regardless of occupancy. The pass is good for seven days and is non-transferable.
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$100.00,Commercial Entrance - Mini-bus,Entrance fees are based on the seating capacity of the vehicle (driver not included). Commercial Mini-bus entrance fee is $100 regardless of occupancy. The pass is good for seven days and is non-transferable.
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",$200.00,Commercial Entrance - Motor Coach,Entrance fees are based on the seating capacity of the vehicle (driver not included). Commercial Motor Coach fee is $200 regardless of occupancy. The pass is good for seven days and is non-transferable.
grko,MT,Grant-Kohrs Ranch National Historic Site,National Historic Site,46.41358923,-112.7467024,"lat:46.41358923, long:-112.7467024",$0.00,No Fee,This location does not charge an entrance fee.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$25.00,Entrance - Private Vehicle,Private non-commercial vehicle.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$20.00,Entrance - Motorcycle,one motorcycle and passenger
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$15.00,Entrance - Per Person,Per person fee
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$25.00,Commercial Entrance - Sedan,"Commercial Rate for a vehicle holds up to 6 people, $25 plus per person."
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$40.00,Commercial Entrance - Van,Van holds up to 15 people
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$40.00,Commercial Entrance - Mini-bus,Commercial vehicle that holds up to 25 passengers
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",$100.00,Commercial Entrance - Motor Coach,"Commercial Bus $100.00 (26 or more seats, regardless of occupancy)"
blri,"NC,VA",Blue Ridge Parkway,Parkway,35.5657195274,-82.486484587,"lat:35.5657195274, long:-82.486484587",$0.00,No Fee,This location does not charge an entrance fee.
caha,NC,Cape Hatteras National Seashore,National Seashore,35.41370839,-75.65061112,"lat:35.41370839, long:-75.65061112",$0.00,No Fee,This location does not charge an entrance fee.
calo,NC,Cape Lookout National Seashore,National Seashore,34.8267961,-76.34319082,"lat:34.8267961, long:-76.34319082",$0.00,No Fee,This location does not charge an entrance fee.
carl,NC,Carl Sandburg Home National Historic Site,National Historic Site,35.26815509,-82.45106258,"lat:35.26815509, long:-82.45106258",$0.00,No Fee,This location does not charge an entrance fee.
fora,NC,Fort Raleigh National Historic Site,National Historic Site,35.93278602,-75.71496865,"lat:35.93278602, long:-75.71496865",$0.00,No Fee,This location does not charge an entrance fee.
grsm,"NC,TN",Great Smoky Mountains National Park,National Park,35.60116374,-83.50818326,"lat:35.60116374, long:-83.50818326",$0.00,No Fee,This location does not charge an entrance fee.
guco,NC,Guilford Courthouse National Military Park,National Military Park,36.13225478,-79.8424561,"lat:36.13225478, long:-79.8424561",$0.00,No Fee,This location does not charge an entrance fee.
mocr,NC,Moores Creek National Battlefield,National Battlefield,34.45820776,-78.11031134,"lat:34.45820776, long:-78.11031134",$0.00,No Fee,This location does not charge an entrance fee.
ovvi,"NC,SC,TN,VA",Overmountain Victory National Historic Trail,National Historic Trail,35.14044,-81.377,"lat:35.14044, long:-81.377",$0.00,No Fee,This location does not charge an entrance fee.
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",$10.00,Entrance - Per Person,"Fee is charged per-person, NOT per vehicle. Ages 15 and younger are free of charge."
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",$25.00,Commercial Entrance - Sedan,$25 plus $7 per person.  Sedans have a capacity of 1-6 people.
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",$40.00,Commercial Entrance - Van,A flat fee for all Van/ Small Bus with a seating capacity of 7-16 passengers
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",$40.00,Commercial Entrance - Mini-bus,Fee is charged for any commercial vehicle with a capacity of 16-25 individuals.
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",$100.00,Commercial Entrance - Motor Coach,Fees charged for commercial vehicles with a capacity of over 26 individuals.
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",$0.00,Entrance - Education/Academic Groups,Structured educational visits that serve a curriculum need for a class may apply for a waiver for entrance fees in advance.
knri,ND,Knife River Indian Villages National Historic Site,National Historic Site,47.3540219,-101.3860533,"lat:47.3540219, long:-101.3860533",$0.00,No Fee,This location does not charge an entrance fee.
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",$30.00,Entrance - Private Vehicle,"Valid for 7 days for all persons traveling in a single, private, non-commercial vehicle."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",$25.00,Entrance - Motorcycle,"Valid for 7 days for all persons traveling on a single, non-commercial motorcycle."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",$15.00,Entrance - Per Person,"Valid for 7 days for a visitor traveling on foot, bicycle, horse, or other non-motorized means of travel."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",$50.00,Commercial Entrance - Van,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",$60.00,Commercial Entrance - Mini-bus,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",$150.00,Commercial Entrance - Motor Coach,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group."
agfo,NE,Agate Fossil Beds National Monument,National Monument,42.42170419,-103.753886,"lat:42.42170419, long:-103.753886",$0.00,No Fee,This location does not charge an entrance fee.
home,NE,Homestead National Historical Park,National Historical Park,40.28802381,-96.83387781,"lat:40.28802381, long:-96.83387781",$0.00,No Fee,This location does not charge an entrance fee.
mnrr,"SD,NE",Missouri National Recreational River,National Recreational River,42.7882189,-97.59077822,"lat:42.7882189, long:-97.59077822",$0.00,No Fee,This location does not charge an entrance fee.
niob,NE,Niobrara National Scenic River,National Scenic River,42.79413083,-99.91870646,"lat:42.79413083, long:-99.91870646",$0.00,No Fee,This location does not charge an entrance fee.
scbl,NE,Scotts Bluff National Monument,National Monument,41.83464193,-103.7071351,"lat:41.83464193, long:-103.7071351",$0.00,No Fee,This location does not charge an entrance fee.
saga,NH,Saint-Gaudens National Historical Park,National Historical Park,43.4997238,-72.37333969,"lat:43.4997238, long:-72.37333969",$10.00,Entrance - Per Person,Entrance fee to park grounds for people aged 16 and over. Kids aged 15 and younger are free. Valid for seven days. Fees collected 9am-4pm.
